database,report_round,year_quarter,report_n,core_anaphylaxis_n,core_anaphylaxis_percent,purpose
JADER,01,2004・第一,2030,113,5.566502463054187,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2015・第三,4755,171,3.5962145110410093,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2015・第三,4754,142,2.9869583508624316,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2015・第三,2167,73,3.368712505768343,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2015・第三,930,23,2.4731182795698925,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2015・第三,338,6,1.7751479289940828,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2015・第三,145,4,2.7586206896551726,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2015・第三,67,1,1.492537313432836,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2015・第三,45,1,2.2222222222222223,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2015・第三,30,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2015・第三,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2015・第三,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2015・第三,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2015・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2015・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2015・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2015・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2015・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,25,2015・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2015・第二,4929,151,3.063501724487726,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2015・第二,4332,121,2.793167128347184,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2015・第二,2116,45,2.126654064272212,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2015・第二,863,24,2.7809965237543453,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2015・第二,309,4,1.2944983818770226,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2015・第二,144,1,0.6944444444444444,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2015・第二,81,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2015・第二,29,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2015・第二,18,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2015・第二,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2015・第二,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2015・第二,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2015・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2015・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2015・第二,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2015・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2015・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2015・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,25,2015・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2015・第四,4468,136,3.043867502238138,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2015・第四,4131,113,2.7354151537158073,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2015・第四,2012,47,2.3359840954274356,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2015・第四,856,21,2.453271028037383,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2015・第四,350,8,2.2857142857142856,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2015・第四,149,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2015・第四,74,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2015・第四,56,1,1.7857142857142858,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2015・第四,36,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2015・第四,23,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2015・第四,18,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2015・第四,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2015・第四,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2015・第四,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2015・第四,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2015・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2015・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2015・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2015・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2015・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,24,2015・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2016・第一,4899,142,2.898550724637681,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2016・第一,4143,118,2.8481776490465847,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2016・第一,1960,62,3.163265306122449,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2016・第一,931,15,1.6111707841031149,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2016・第一,380,6,1.5789473684210527,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2016・第一,190,2,1.0526315789473684,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2016・第一,97,1,1.0309278350515463,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2016・第一,55,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2016・第一,44,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2016・第一,16,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2016・第一,19,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2016・第一,18,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2016・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2016・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2016・第一,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2016・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2016・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2016・第一,2,1,50.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2016・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2016・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2016・第三,6117,165,2.697400686611084,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2016・第三,4840,113,2.334710743801653,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2016・第三,2282,71,3.1113058720420685,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2016・第三,908,21,2.3127753303964758,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2016・第三,409,7,1.7114914425427872,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2016・第三,221,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2016・第三,102,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2016・第三,50,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2016・第三,38,1,2.6315789473684212,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2016・第三,20,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2016・第三,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2016・第三,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2016・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2016・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2016・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2016・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2016・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2016・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2016・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2016・第二,5231,153,2.9248709615752246,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2016・第二,4410,126,2.857142857142857,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2016・第二,2058,60,2.9154518950437316,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2016・第二,867,26,2.9988465974625145,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2016・第二,327,4,1.2232415902140672,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2016・第二,190,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2016・第二,128,1,0.78125,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2016・第二,66,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2016・第二,33,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2016・第二,31,1,3.225806451612903,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2016・第二,16,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2016・第二,10,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2016・第二,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2016・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2016・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2016・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2016・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,28,2016・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2016・第四,5515,128,2.3209428830462375,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2016・第四,4376,135,3.0850091407678244,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2016・第四,2067,68,3.289791969037252,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2016・第四,915,23,2.5136612021857925,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2016・第四,357,4,1.1204481792717087,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2016・第四,151,1,0.6622516556291391,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2016・第四,98,1,1.0204081632653061,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2016・第四,45,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2016・第四,41,2,4.878048780487805,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2016・第四,31,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2016・第四,14,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2016・第四,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2016・第四,8,1,12.5,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2016・第四,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2016・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2016・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2016・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2016・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2016・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,54,2016・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2017・第一,5916,168,2.839756592292089,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2017・第一,4509,117,2.594810379241517,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2017・第一,2119,61,2.878716375648891,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2017・第一,889,23,2.5871766029246346,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2017・第一,394,3,0.7614213197969543,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2017・第一,184,1,0.5434782608695652,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2017・第一,156,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2017・第一,73,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2017・第一,64,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2017・第一,38,1,2.6315789473684212,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2017・第一,21,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2017・第一,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2017・第一,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2017・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2017・第一,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2017・第一,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2017・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2017・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2017・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,26,2017・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2017・第三,7018,183,2.6075805072670275,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2017・第三,5062,120,2.3706045041485577,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2017・第三,2307,61,2.644126571304725,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2017・第三,1067,15,1.4058106841611997,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2017・第三,447,9,2.0134228187919465,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2017・第三,212,1,0.4716981132075472,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2017・第三,109,3,2.7522935779816513,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2017・第三,63,1,1.5873015873015872,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2017・第三,41,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2017・第三,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2017・第三,18,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2017・第三,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2017・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2017・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2017・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2017・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2017・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2017・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,21,2017・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2017・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2017・第二,6038,159,2.6333222921497184,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2017・第二,4378,134,3.0607583371402467,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2017・第二,2055,93,4.525547445255475,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2017・第二,902,29,3.2150776053215075,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2017・第二,370,4,1.0810810810810811,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2017・第二,227,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2017・第二,135,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2017・第二,89,1,1.1235955056179776,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2017・第二,46,2,4.3478260869565215,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2017・第二,42,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2017・第二,24,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2017・第二,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2017・第二,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2017・第二,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2017・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,30,2017・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2017・第四,6396,138,2.1575984990619137,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2017・第四,4654,114,2.449505801461109,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2017・第四,2196,67,3.051001821493625,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2017・第四,929,18,1.9375672766415502,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2017・第四,427,10,2.34192037470726,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2017・第四,219,3,1.36986301369863,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2017・第四,105,1,0.9523809523809523,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2017・第四,46,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2017・第四,30,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2017・第四,16,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2017・第四,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2017・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2017・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2017・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2017・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,29,2017・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,33,2017・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,35,2017・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2018・第一,6427,152,2.365022561070484,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2018・第一,4713,111,2.3551877784850412,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2018・第一,2242,75,3.3452274754683318,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2018・第一,982,19,1.934826883910387,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2018・第一,391,11,2.813299232736573,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2018・第一,183,1,0.546448087431694,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2018・第一,116,2,1.7241379310344827,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2018・第一,58,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2018・第一,35,1,2.857142857142857,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2018・第一,18,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2018・第一,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2018・第一,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2018・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2018・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2018・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2018・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2018・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2018・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,25,2018・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,31,2018・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,38,2018・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2018・第三,7833,162,2.068173113749521,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2018・第三,4914,140,2.849002849002849,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2018・第三,2290,81,3.537117903930131,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2018・第三,968,19,1.962809917355372,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2018・第三,478,1,0.20920502092050208,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2018・第三,202,1,0.49504950495049505,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2018・第三,96,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2018・第三,55,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2018・第三,35,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2018・第三,32,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2018・第三,10,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2018・第三,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2018・第三,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2018・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2018・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2018・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2018・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2018・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,24,2018・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,25,2018・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,29,2018・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2018・第二,6763,173,2.5580363743900634,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2018・第二,4446,118,2.654071075123707,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2018・第二,2112,64,3.0303030303030303,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2018・第二,911,26,2.854006586169045,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2018・第二,368,6,1.6304347826086956,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2018・第二,176,2,1.1363636363636365,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2018・第二,91,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2018・第二,48,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2018・第二,26,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2018・第二,14,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2018・第二,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2018・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2018・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2018・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2018・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2018・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2018・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2018・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,25,2018・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2018・第四,6248,138,2.208706786171575,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2018・第四,4239,153,3.6093418259023355,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2018・第四,2019,69,3.4175334323922733,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2018・第四,860,20,2.3255813953488373,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2018・第四,387,7,1.8087855297157622,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2018・第四,216,2,0.9259259259259259,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2018・第四,103,1,0.970873786407767,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2018・第四,62,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2018・第四,25,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2018・第四,23,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2018・第四,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2018・第四,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2018・第四,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2018・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2018・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2018・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2018・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2018・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,41,2018・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2019・第一,6702,148,2.2082960310355118,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2019・第一,4409,114,2.5856203220684963,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2019・第一,2161,64,2.9615918556223972,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2019・第一,879,17,1.9340159271899886,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2019・第一,362,3,0.8287292817679558,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2019・第一,201,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2019・第一,132,1,0.7575757575757576,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2019・第一,55,1,1.8181818181818181,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2019・第一,41,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
